0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
"(176.54272225835652, 156.1034112959261, 0)","(141.4018831467096, 121.0899065595663, 0)","(176.8874416349403, 94.19024745649068, 0)","(96.12629786425423, 61.90700355057342, 0)","(83.77281030050057, 72.34588535153438, 0)","(7.51419310430904, 123.48570075292959, 0)","(11.080764100635957, 89.46334985777236, 0)","(182.36267781549893, 148.55721490345695, 0)","(191.2809645667607, 47.0920298826308, 0)","(1.025029764554798, 140.02695933648408, 0)","(2.0793244728962925, 122.21456313079759, 0)","(14.295963166925382, 146.03482629830864, 0)","(192.2876309077293, 134.4637590517566, 0)","(165.59494298598347, 105.77728817974241, 0)","(43.71397812743551, 87.25790177652364, 0)","(50.7131680369433, 13.65004924300603, 0)","(60.33225641361618, 21.733810322626567, 0)","(186.58593919627498, 63.96821647314467, 0)","(87.25854973563246, 76.81097035151573, 0)","(129.66954433218487, 147.44572024720588, 0)"
"(180.1314166828412, 154.18630535558347, 0)","(147.62260081895903, 95.7328718204254, 0)","(190.39145297286495, 96.83420950193926, 0)","(96.00234326177682, 74.40130820952966, 0)","(87.34865866693181, 70.37661162457752, 0)","(13.843003087901462, 119.49347476789085, 0)","(1.0877395569026636, 68.61776967626636, 0)","(181.55769528701987, 147.57773917705916, 0)","(172.6821647308859, 44.46305417439628, 0)","(13.397881378775253, 120.96367665168887, 0)","(3.2781122679627797, 118.22013927633978, 0)","(12.882224381259475, 164.84525292440728, 0)","(173.2131462868753, 155.14758096128037, 0)","(189.67593914640605, 93.34988407888527, 0)","(58.610792786413185, 92.63381224547022, 0)","(26.996677776431095, 16.721292619404053, 0)","(64.7857683799484, 13.690557581039144, 0)","(199.74942314097083, 54.33363275461061, 0)","(88.30383010334664, 75.96491674566258, 0)","(130.35692535939307, 130.35736846270922, 0)"
"(179.61547067258556, 155.9282060856899, 0)","(147.45102642228537, 96.0334472057903, 0)","(195.10855049945158, 114.77906113683778, 0)","(79.93725062789072, 66.86664781800611, 0)","(83.32341421700592, 59.798091180153264, 0)","(22.66221926229659, 106.40510840812092, 0)","(13.465113170542326, 46.113512986693095, 0)","(174.4021926711109, 163.31099003493523, 0)","(173.79163712775602, 46.848512926265514, 0)","(25.73288679599395, 114.03705400037167, 0)","(12.09056116644542, 118.84159680383128, 0)","(12.523126007400085, 140.3818586783304, 0)","(176.3641410330374, 150.96421049679302, 0)","(193.19112023003078, 68.47246169882055, 0)","(43.96874198794808, 91.59004387044533, 0)","(9.450207466785333, 5.0030108194132925, 0)","(69.04246347023799, 3.521854904524268, 0)","(191.22165217469998, 67.75933003151113, 0)","(88.66934823851773, 75.09386637528125, 0)","(121.95848339018957, 119.27465017046957, 0)"
"(195.3237310861064, 163.46623884875805, 0)","(143.57696435211855, 109.92515494796405, 0)","(194.3720946664927, 118.19748243724766, 0)","(75.53746604703763, 81.28951940892674, 0)","(80.51980533875367, 57.0666366734223, 0)","(17.952073004795807, 108.85224060119572, 0)","(7.147884568686937, 44.00975337495409, 0)","(172.15953852562862, 178.94555692507402, 0)","(182.84412351167458, 45.477315896398736, 0)","(20.527746105103624, 123.58109217699763, 0)","(12.377857518937978, 118.86304659693063, 0)","(6.851664334824197, 118.10576286064135, 0)","(183.11362534685514, 135.20332443975806, 0)","(183.838422553498, 96.7889495694408, 0)","(16.556660808365443, 96.27646103828766, 0)","(9.900374982423848, 5.810789588466331, 0)","(67.60961488783423, 7.489237107281375, 0)","(192.81737043016832, 59.57848862131515, 0)","(87.95097311228575, 76.49576059254473, 0)","(117.12284318382838, 117.77530215833488, 0)"
"(189.49935815590737, 183.80058907124683, 0)","(143.81331155292193, 102.01122916708222, 0)","(199.1832688986649, 119.89941844481979, 0)","(74.05308321917062, 81.58527602035542, 0)","(82.6513961613231, 73.82757632143947, 0)","(24.946231654273454, 103.88745954210016, 0)","(12.265257185167448, 44.87630635683951, 0)","(177.4674890088297, 167.90276614011114, 0)","(188.24595238223745, 45.48738570131598, 0)","(25.766860068798117, 105.34210146960615, 0)","(0.43341524982559854, 95.51782287450084, 0)","(13.774809734059398, 135.73003979134734, 0)","(172.46364787740168, 131.5804341729096, 0)","(191.97122464856284, 108.36871056487021, 0)","(36.366998666020166, 96.75421531998762, 0)","(10.855140562171295, 4.941004557400174, 0)","(67.78621432657475, 23.09507648809766, 0)","(195.6974873336288, 63.61190757037264, 0)","(97.24189239465544, 66.03168119316504, 0)","(109.08386258220017, 133.44458328243806, 0)"
"(174.22996528526068, 180.69699031752236, 0)","(159.60295076848112, 95.94614254839327, 0)","(173.02836835387367, 122.42614598000672, 0)","(76.34033896759153, 81.06637847803376, 0)","(65.0129356197586, 89.82410112596637, 0)","(4.751482261198078, 101.4574792888102, 0)","(6.048609389587989, 20.27548416353894, 0)","(172.917262776454, 182.19604513029606, 0)","(192.49380427057983, 51.87073692477232, 0)","(13.80896277053488, 97.70986477913266, 0)","(8.864814823828468, 101.82860577391725, 0)","(20.273190211216104, 141.32893093405497, 0)","(195.23734644894552, 119.20031864836577, 0)","(193.4835729795847, 99.52295250746866, 0)","(29.058521628401262, 93.98525592408575, 0)","(1.8782078157785058, 28.6586079337168, 0)","(68.18039110405829, 24.733097659948093, 0)","(197.82827510819533, 79.25967983574742, 0)","(91.84890496587344, 57.04945590675201, 0)","(129.3973849098441, 131.96475242908602, 0)"
"(190.97002975400792, 165.33665838566583, 0)","(166.03001628754305, 100.91221540233741, 0)","(179.17119514143556, 122.37051032032969, 0)","(64.48543823501682, 83.01029643020395, 0)","(74.15099423279699, 109.34833338490229, 0)","(20.648026274266137, 96.43769311657177, 0)","(10.790571071411295, 2.549431240353343, 0)","(199.8859565190151, 182.7624148718444, 0)","(193.2705160653129, 48.62192204288793, 0)","(18.718548404036884, 103.88743126263877, 0)","(11.81147440483276, 113.99449503982385, 0)","(7.0046430873115835, 151.69321789514322, 0)","(193.44791455426105, 114.4389982693981, 0)","(170.69131464403196, 112.42946642930717, 0)","(23.46506097384811, 92.29526156104257, 0)","(13.941532234463036, 33.1268793730676, 0)","(52.895825700487876, 12.275382176165508, 0)","(198.90247931997789, 78.1901712542642, 0)","(92.80376876411835, 62.158495211548924, 0)","(130.63991282519814, 127.89559956857155, 0)"
"(175.31916744464976, 154.88820063133883, 0)","(152.6460385958704, 96.67193014953666, 0)","(196.2133337938332, 122.62774540741597, 0)","(42.38492866236305, 96.37596658922763, 0)","(78.07368326420897, 113.50759301041356, 0)","(21.071700781372602, 108.37680057686036, 0)","(8.577562631065277, 2.6575530130605487, 0)","(184.4967412417509, 194.8435867100694, 0)","(192.5117726272116, 45.84600187934048, 0)","(20.849677488506043, 88.80506544859672, 0)","(30.98099906011381, 128.2087011013501, 0)","(17.103941440140257, 166.06137080109005, 0)","(191.5959993123094, 117.93527177134763, 0)","(151.74917924567475, 113.7288484022001, 0)","(19.39584778926839, 79.69493716226472, 0)","(25.56655412932279, 46.55710527638093, 0)","(58.86382497704389, 17.838743200942012, 0)","(190.68943035900563, 76.14584023314664, 0)","(77.86412647235122, 69.03817196991913, 0)","(124.0439176780668, 121.81237172177008, 0)"
"(193.59655353487463, 135.31812675621435, 0)","(155.42635935833067, 103.87223941285595, 0)","(184.27033778710427, 115.54963021460412, 0)","(35.98102830920861, 103.44581694030516, 0)","(73.00591201900994, 95.4798913004646, 0)","(22.281609318591308, 91.02187621603491, 0)","(6.9494549372083165, 7.968847526810034, 0)","(188.15292206905548, 193.7681966073201, 0)","(185.85140980016817, 41.9080423957064, 0)","(20.265463032722867, 89.02823836202137, 0)","(45.79588790584036, 124.26064667018696, 0)","(39.66472033160293, 146.37635106413578, 0)","(199.58950095219143, 98.83969815171085, 0)","(142.4753274117182, 101.83700152430828, 0)","(25.543632252970262, 74.80319429285831, 0)","(35.123918773156504, 50.63399348677497, 0)","(59.1377945419033, 8.784011019079434, 0)","(188.67950069656854, 75.33380394516938, 0)","(87.09336020036801, 63.914220136830494, 0)","(117.28155425374753, 132.43416518846263, 0)"
"(189.65731659278575, 162.74558683929752, 0)","(132.6678842401488, 119.94336955503952, 0)","(183.6495102813512, 114.97513982878682, 0)","(39.0675040296638, 90.7160927144869, 0)","(67.15887461552877, 110.94624599626434, 0)","(9.757572873202372, 79.81560413432298, 0)","(4.397539215985503, 7.111097351606037, 0)","(165.6161145914055, 194.9603093451908, 0)","(180.92026132285093, 42.057890762922234, 0)","(9.801263554911396, 76.9351889727569, 0)","(44.50743308948304, 125.79867092973804, 0)","(28.810968301701536, 146.8297697255835, 0)","(198.48842666640422, 98.30551538795059, 0)","(150.89055428678947, 75.06100571652443, 0)","(35.40746834898442, 86.09867442207342, 0)","(35.34301596416464, 50.60212381524292, 0)","(42.7302044127882, 26.38886508234483, 0)","(196.44458252735544, 92.51149128512338, 0)","(87.51489081140183, 66.50986202990313, 0)","(117.38183815278062, 137.25589677518528, 0)"
"(190.30515154900388, 145.3351157571669, 0)","(118.38027848732295, 121.26715073391729, 0)","(179.7137728232708, 108.84530732637191, 0)","(13.909764380579194, 101.2503545206208, 0)","(65.74157768193989, 97.4915304683544, 0)","(16.754988811693263, 96.00690860367732, 0)","(3.7956783179471816, 13.700236119242893, 0)","(166.17712332771703, 196.3419304828256, 0)","(185.98446776110563, 36.36737789690429, 0)","(6.208536381751999, 55.763764577581085, 0)","(42.35739525268122, 125.49314060122933, 0)","(2.049849101002952, 144.7197349695105, 0)","(198.22578611919386, 98.09047268773651, 0)","(148.06431149902812, 80.32801600271392, 0)","(43.74373486755008, 92.82515064017167, 0)","(33.003107154487445, 57.5053913606896, 0)","(14.728551728377582, 18.084252550558887, 0)","(181.8625957806513, 96.96789977092178, 0)","(87.19706616852591, 73.29497214283492, 0)","(107.36456713459982, 136.47871682822662, 0)"
"(191.16737498431718, 148.36058260389032, 0)","(126.60482529136189, 131.08756756355137, 0)","(179.01873044808954, 107.9048297824571, 0)","(35.386088815452865, 106.38345278416254, 0)","(65.4984493491376, 98.7445303394272, 0)","(18.54849259216859, 94.48160390662623, 0)","(27.697706099446663, 7.750003400791066, 0)","(161.23534430779424, 198.0947287388552, 0)","(172.31076662046203, 59.61238841417183, 0)","(7.032240351638022, 55.0237243530063, 0)","(55.50852183892022, 149.04291061123124, 0)","(6.321459813642551, 125.70810571057538, 0)","(197.7380651825419, 99.68943055610724, 0)","(151.6713176480592, 85.04688878490951, 0)","(54.29116984096568, 94.6240342611275, 0)","(36.44577382172261, 56.882807367771015, 0)","(15.838629591734197, 17.62491811804344, 0)","(177.03422036911243, 102.61130718133008, 0)","(84.08332992661826, 76.28038412240493, 0)","(127.73303347288382, 134.30958930499744, 0)"
"(182.3965413066607, 122.91861873577102, 0)","(129.90016438302183, 125.58684161854549, 0)","(189.47765536726916, 89.38361089108726, 0)","(32.952722166802474, 125.15929453561783, 0)","(71.13298977101508, 117.28316086874669, 0)","(39.645048060646346, 86.57699551070115, 0)","(40.47512162590903, 4.06109117452581, 0)","(173.61414048090228, 199.05462347643416, 0)","(172.306832834976, 59.659637610375526, 0)","(14.462985678600898, 32.17303343820744, 0)","(54.00719439919152, 151.8122080922052, 0)","(7.970407350787491, 127.7900121534196, 0)","(196.49756761082168, 118.92605049654891, 0)","(156.93347532591602, 108.78910572407437, 0)","(72.53951715276125, 93.95771468948404, 0)","(14.873862703846363, 75.24105320421266, 0)","(9.086206835394897, 29.058193069041728, 0)","(185.51737636070928, 94.04392822228976, 0)","(70.95933463182932, 83.06878826081707, 0)","(125.02528261357213, 144.80708354518706, 0)"
"(176.89786538452654, 97.34539837771356, 0)","(128.27510404243998, 126.98602977902449, 0)","(186.25088485537958, 97.90201678066526, 0)","(31.934442069427885, 121.9745107997708, 0)","(80.17007782809777, 115.6932881420441, 0)","(52.931921459811576, 88.97919934311417, 0)","(43.62471045062218, 5.665183269599048, 0)","(176.06265588530187, 196.8399173356809, 0)","(168.70334084578334, 43.56080177175804, 0)","(14.302451888104358, 33.58275950632022, 0)","(68.82413887837566, 144.55506771005543, 0)","(8.329403227065415, 128.70607098861504, 0)","(187.7043710758586, 118.56452212454448, 0)","(158.55658584885683, 108.78767381961556, 0)","(76.57371964742804, 95.367360602827, 0)","(5.852488676303182, 59.195866710880225, 0)","(13.91111540445338, 27.06695699631165, 0)","(182.23942529201645, 106.37498771116056, 0)","(67.48518896624945, 84.94199521350937, 0)","(115.5731599499738, 122.31957305581, 0)"
"(157.26985280929466, 92.70093762170454, 0)","(127.31330221240769, 116.30950821201958, 0)","(182.68780926367404, 101.01647990304623, 0)","(30.700884320298698, 136.2663385215801, 0)","(77.29660692524551, 103.75412793007598, 0)","(52.68563298007753, 86.48664675022542, 0)","(15.389121572477837, 14.169760430630177, 0)","(192.16077470907496, 177.61440988071217, 0)","(153.09254605037236, 34.10298914143768, 0)","(13.54511211182575, 25.486587693273997, 0)","(71.43517632200083, 147.06021035661908, 0)","(21.278279039444445, 104.81651199510432, 0)","(187.99958088411503, 118.14610360779987, 0)","(178.0389431433536, 123.92250530407733, 0)","(62.184414511148375, 93.46620202539927, 0)","(6.545143227137703, 59.524046760361095, 0)","(7.894760818816294, 18.83423032588872, 0)","(181.30256436321773, 103.49111144384788, 0)","(80.28525968539196, 63.76831553616945, 0)","(125.46460221386717, 116.76952305904332, 0)"
"(154.77495388390784, 102.02867373406778, 0)","(142.62261095732936, 99.8686673136302, 0)","(185.80763973414122, 81.32745572559318, 0)","(30.490124657014242, 132.87781558924002, 0)","(78.91387388766954, 105.26042126322103, 0)","(47.06968319589522, 97.99595608016642, 0)","(16.44252596526027, 14.66501903308724, 0)","(181.20410368470772, 189.96716289534862, 0)","(154.00564132635375, 41.9649957207222, 0)","(7.341850413037463, 25.21490132204768, 0)","(54.90758955531402, 151.69651581490086, 0)","(16.94731391697887, 110.46454237513342, 0)","(171.63338911199514, 117.9785267508139, 0)","(194.3651239950756, 138.993375447776, 0)","(62.21191806447375, 93.30408165095612, 0)","(5.577040555911779, 78.34616030512518, 0)","(13.07811880194567, 23.065125506597962, 0)","(179.92896172030274, 101.21068172979673, 0)","(78.58587421029428, 65.45927263693653, 0)","(134.88014837273062, 120.5206293830402, 0)"
"(161.96124714084866, 107.30896863943094, 0)","(134.72274811624567, 124.00219483380172, 0)","(184.92966320204638, 72.48234938757264, 0)","(25.927929582192945, 129.08555296628722, 0)","(68.64010868221534, 107.07128835618457, 0)","(31.571672830510295, 119.78338572643611, 0)","(20.883067418499934, 41.34493455563083, 0)","(181.88127359278707, 189.77839415785465, 0)","(152.4645734398414, 39.8515363834476, 0)","(5.935739677978189, 15.68179838748869, 0)","(54.20068884155477, 144.61497810025085, 0)","(10.619630153015676, 116.99453124858708, 0)","(171.8776912174596, 117.75919498640141, 0)","(181.40668818203858, 159.91197008430987, 0)","(61.11837275023, 92.26200761104668, 0)","(18.305823798395366, 76.66819263502946, 0)","(9.785109441736914, 36.91278037376204, 0)","(182.9895019555866, 96.961017862754, 0)","(78.74546471813996, 76.81928924651884, 0)","(121.89382490988822, 121.90305690666789, 0)"
"(161.14865888007787, 106.08753574390082, 0)","(106.71450487095663, 126.7808298561123, 0)","(188.13173877068948, 73.31100972418315, 0)","(7.900501712123251, 114.56943601376945, 0)","(67.46267936963929, 88.38537423786627, 0)","(35.1700465985367, 104.67021974068963, 0)","(32.656424154262744, 38.25192699017024, 0)","(184.2657976587521, 183.6353995111396, 0)","(166.42095976809466, 33.57344403856666, 0)","(11.497218602275034, 25.00289826823546, 0)","(68.37548720828865, 146.0790921896468, 0)","(10.853308049835437, 117.16494045568447, 0)","(174.98954895350533, 117.70490764214003, 0)","(187.76005727606565, 138.95464215240796, 0)","(56.191239568274064, 83.0532638439942, 0)","(29.01854332534198, 74.80345882043909, 0)","(9.689017031944996, 35.392127472168, 0)","(177.56721450764383, 93.58447519313587, 0)","(77.43306188686734, 100.56184063369943, 0)","(105.49651764252103, 128.55934530569314, 0)"
"(150.74878278260596, 106.5945840917063, 0)","(129.63510985623049, 137.2073971902877, 0)","(188.2295034809109, 97.9195044741014, 0)","(33.07445816245537, 124.53451244834741, 0)","(66.89584173633797, 94.23257458317363, 0)","(25.830003972594827, 120.34743461332802, 0)","(9.445221153479952, 32.15793349426993, 0)","(183.7634717494171, 181.37879537877197, 0)","(164.58214987716238, 41.79832260680257, 0)","(10.804193219773186, 36.08303536727874, 0)","(66.73572317033742, 147.49878701725225, 0)","(3.834943665784162, 122.00866791907808, 0)","(198.25509120025578, 116.65765877513417, 0)","(190.837221818981, 133.04711546547134, 0)","(49.097921427791036, 83.30385656212083, 0)","(28.115051686995166, 76.23636846137364, 0)","(0.44754703715584654, 23.64139402452811, 0)","(172.3528322812109, 95.87061009267066, 0)","(66.3813260046327, 97.49691934174082, 0)","(117.36168250147225, 130.44414550599816, 0)"
"(150.3172357647795, 104.64697455606229, 0)","(147.03858247313727, 136.22580415297944, 0)","(185.25735903210648, 97.32596383329118, 0)","(37.37600854868008, 102.32881012604128, 0)","(38.0377760861686, 94.3890776264651, 0)","(25.46544352030538, 120.59803624512618, 0)","(11.489873981276563, 6.1902633329690175, 0)","(183.9348820554623, 181.21029100363882, 0)","(193.14113189110495, 48.932271471117964, 0)","(32.82384301233435, 43.818435798193164, 0)","(77.40543433423701, 145.07936362429382, 0)","(3.230646206807158, 122.85857968128627, 0)","(196.2930173755896, 139.02645449784305, 0)","(191.95057177071072, 142.4381368417062, 0)","(35.07763003059316, 79.63973954327773, 0)","(30.028977178720062, 76.41327124966267, 0)","(12.528231315593331, 19.837496863572746, 0)","(177.70290000128287, 104.62578746405568, 0)","(64.22464266117002, 84.10886451094929, 0)","(107.90078599425075, 123.773862511018, 0)"
